Case_Number,Date_Filed,Offense_Date,Violation_List_Dispositions,Bindover Description,Bindover Date
23M02729,5/7/23,5/7/23,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/13/2023
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 11/13/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/13/2023
42-4-1301(1)(a), 42-4-1307(5) DWAI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/13/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/13/2023
42-4-202(1) UNSAFE OR DEFECTIVE VEHICLE - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 11/13/2023
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 11/13/2023",,
23M02731,5/7/23,5/7/23,"42-4-1101(1),(12) SPEEDING 25-39 OVER LIMIT - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
23M02732,5/7/23,5/7/23,"18-6-803.5(1)(a),(2)(a) VIOLATION OF PROTECTION ORDER - CLASS 2 MISDEMEANOR - DISMISSED 12/18/2023
42-3-121(1)(a) REGISTRATION-UNREGISTERED VEHICLE - CLASS B TRAFFIC INFRACTION - DISMISSED 12/18/2023
42-4-1007(1)(a) LANE USAGE VIOLATION [FDZ] - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 12/18/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/18/2023
42-4-1305.5 MARIJUANA-USE, CONSUME OR POSSESS IN VEH - CLASS A TRAFFIC INFRACTION - DISMISSED 12/18/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY 12/18/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 12/18/2023",,
23M02748,5/7/23,5/7/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 01/30/2024
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE - DISMISSED 01/30/2024
42-4-1007(1)(c) DISOBEY LANE USAGE SIGN - CLASS A TRAFFIC INFRACTION - DISMISSED 01/30/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/30/2024
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 01/30/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 01/30/2024",,
23M02755,5/8/23,5/8/23,"42-3-114 EXPIRED LIC PLATES 60 + DAYS - CLASS B TRAFFIC INFRACTION - DISMISSED 01/12/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/12/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 01/12/2024",,
23M02759,5/8/23,5/8/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 01/22/2024
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE - DISMISSED 01/22/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/22/2024
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 01/22/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 01/22/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 01/22/2024",,
23M02760,5/8/23,5/8/23,"18-13-122(3)(a);4(a) ALCOHOL-UNDER21- POSSESS/CONSUMP - UNCLASSIFIED PETTY OFFENSE - DISMISSED 09/29/2023
42-2-309(1)(a),(2)(a) ID CARD-DISPLAY FALSE - CLASS 2 MISDEMEANOR - DISMISSED 09/29/2023
42-4-1101(1),(12) SPEEDING 25-39 OVER LIMIT - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/29/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 09/29/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/29/2023",,
23M02774,5/8/23,5/8/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-604(1)(c)(I)(A) RED LIGHT-UNLAWFUL RIGHT TURN                 - CLASS A TRAFFIC INFRACTION -",,
23CR02581,5/10/23,5/5/23,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,5/23/23
23M02812,5/10/23,5/9/23,"42-4-1202 PARKING ON ROADWAY                            - CLASS B TRAFFIC INFRACTION - DISMISSED 01/08/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - GUILTY 01/08/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 01/08/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 01/08/2024",,
23CR02656,5/11/23,5/9/23,"18-4-409(4)(b) MOTOR VEHICLE THEFT/AGG 2-$2,000-$20,000 - CLASS 6 FELONY -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",BND OVER DC NO PH ENTITLEMENT,5/13/23
23M02823,5/11/23,5/10/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 10/31/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/31/2023
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/31/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/31/2023
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/31/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/31/2023
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/31/2023",,
23M02846,5/12/23,5/11/23,"42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 08/18/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/18/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 08/18/2023",,
23M02872,5/13/23,5/12/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 03/08/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 03/08/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 03/08/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 03/08/2024",,
23M02876,5/13/23,5/13/23,"18-18-403.5(1),(2)(c) CONTROLLED SUB POSS LESS 4GRAM SCH I/II - DRUGS MISDEMEANOR 1 - DISMISSED 04/12/2024
18-18-428(1) DRUG PARAPHERNALIA-POSSESS - DRUGS UNCLASSIFIED PETTY OFFENSE - DISMISSED 04/12/2024
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 04/12/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 04/12/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 04/12/2024
42-7-422 DRIVING UNDER FRA SUSPENSION - CLASS A TRAFFIC INFRACTION - DISMISSED 04/12/2024",,
23M02877,5/13/23,5/13/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/13/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY 10/13/2023",,
23M02892,5/13/23,5/13/23,"18-18-403.5(1),(2)(c) CONTROLLED SUB POSS LESS 4GRAM SCH I/II - DRUGS MISDEMEANOR 1 - DISMISSED 10/03/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/03/2023
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/03/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/03/2023",,
23M02897,5/13/23,5/13/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 06/16/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 06/16/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 06/16/2023",,
23M02898,5/14/23,5/13/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/25/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/25/2023
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/25/2023
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/25/2023
42-4-1413 ELUDING A POLICE OFFICER - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/25/2023",,
23M02903,5/14/23,5/14/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 01/12/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 01/12/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 01/12/2024",,
23M02926,5/15/23,4/15/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
23M02931,5/15/23,5/8/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/28/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/28/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/28/2023
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/28/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/28/2023",,
23CR02606,5/16/23,5/7/23,"18-12-108(1),(2) WEAPON-POSSESS/PREVIOUS OFFENDER-CONVICTION - CLASS 5 FELONY -
18-18-403.5(1),(2)(c) CONTROLLED SUB POSS LESS 4GRAM SCH I/II - DRUGS MISDEMEANOR 1 -
18-18-405(1),(2)(c)(I) CONTROLLED SUB-POSS W/INT DIST-SCH 1/2 - DRUGS FELONY 3 -
18-18-407(1)(d)(II) CONTROLLED SUBS-SPECIAL OFF-FIREARM - DRUGS FELONY 1 -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",BOUND OVER DC - PRELIM. WAIVED,10/11/23
23CR02647,5/18/23,3/20/23,"42-4-1202 PARKING ON ROADWAY                            - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,5/18/23
23M03025,5/19/23,5/19/23,"42-2-138(1.5) DRIVING UNDER RESTRAINT-OUTSTNDNG JDGMNT - CLASS A TRAFFIC INFRACTION - DISMISSED 09/26/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/26/2023
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/26/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/26/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/26/2023",,
23M03035,5/19/23,5/19/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 04/22/2024
42-3-121(1)(c) REGISTRATION-MISUSE OF PLATES - CLASS B TRAFFIC INFRACTION - DISMISSED 04/22/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 04/22/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 04/22/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 04/22/2024
42-4-231 PARKING LIGHTS ONLY HEADLAMPS REQUI - CLASS B TRAFFIC INFRACTION - DISMISSED 04/22/2024
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 04/22/2024",,
23M03038,5/19/23,5/19/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/29/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 01/29/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/29/2024",,
23M03039,5/20/23,5/20/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 03/04/2024
42-4-231 PARKING LIGHTS ONLY HEADLAMPS REQUI - CLASS B TRAFFIC INFRACTION - DISMISSED 03/04/2024",,
23M03040,5/20/23,5/20/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/07/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/07/2023
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/07/2023",,
23M03058,5/20/23,5/20/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/10/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/10/2023
42-4-1301(2)(a) DUI PER SE-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/10/2023",,
23M03061,5/20/23,5/20/23,"18-6-401(1),(7)(b)(I) CHILD ABUSE-KNOWINGLY/RECKLESS-NO INJURY      - CLASS 2 MISDEMEANOR -
18-6-803.5(1)(a) VIOLATION P/O-CRIMINAL - CLASS 1 MISDEMEANOR -
42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
23M03064,5/21/23,5/20/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/31/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/31/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/31/2023",,
23M03065,5/21/23,5/21/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 08/22/2023
42-4-204 HEADLAMPS-FAILURE TO DISPLAY - CLASS A TRAFFIC INFRACTION - DISMISSED 08/22/2023",,
23M03067,5/21/23,5/20/23,"42-3-114 EXPIRED LIC PLATES 60 + DAYS - CLASS B TRAFFIC INFRACTION - DISMISSED 05/21/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 05/21/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 05/21/2023",,
23M03068,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 10/10/2023
42-4-1105(2) SPEED EXHIBITION - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/10/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 10/10/2023
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/10/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/10/2023",,
23M03069,5/21/23,5/21/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 02/16/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 02/16/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 02/16/2024
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 02/16/2024",,
23M03071,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 10/23/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/23/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/23/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023",,
23M03073,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 01/08/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/08/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 01/08/2024",,
23M03081,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 10/30/2023
42-3-114 EXPIRED LIC PLATES 60 + DAYS - CLASS B TRAFFIC INFRACTION - DISMISSED 10/30/2023
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/30/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/30/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/30/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/30/2023",,
23M03092,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 11/13/2023
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 11/13/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/13/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/13/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/13/2023",,
23M03093,5/21/23,5/21/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 10/17/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/17/2023
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/17/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/17/2023",,
23M03094,5/21/23,5/21/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
23M03100,5/22/23,5/22/23,"42-4-1202 PARKING ON ROADWAY                            - CLASS B TRAFFIC INFRACTION - DISMISSED 11/04/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/04/2024
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 11/04/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/04/2024",,
23M03105,5/22/23,5/22/23,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - GUILTY 09/18/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/18/2023
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/18/2023",,
23M03116,5/22/23,5/22/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 04/23/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 04/23/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 04/23/2024
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 04/23/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 04/23/2024",,
23CR02816,5/23/23,5/17/23,"18-3-205(1)(b) VEHICULAR ASSAULT-DUI                         - CLASS 4 FELONY -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE -",BND OVER DC NO PH ENTITLEMENT,6/2/23
